Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP94336;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC3;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;MCIR;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94336\TSOP94336.pdf;Datasheet\/ir-receiver-modules/TSOP94336\TSOP94336.zip
TSOP94338;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC3;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RECS-80 Code;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94338\TSOP94338.pdf;Datasheet\/ir-receiver-modules/TSOP94338\TSOP94338.zip
TSOP94338;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC3;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;XMP-1, XMP-2;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94338\TSOP94338.pdf;Datasheet\/ir-receiver-modules/TSOP94338\TSOP94338.zip
TSOP94340;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC3;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94340\TSOP94340.pdf;Datasheet\/ir-receiver-modules/TSOP94340\TSOP94340.zip
TSOP94356;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC3;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94356\TSOP94356.pdf;Datasheet\/ir-receiver-modules/TSOP94356\TSOP94356.zip
TSOP94430;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;30;AGC4;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94430\TSOP94430.pdf;Datasheet\/ir-receiver-modules/TSOP94430\TSOP94430.zip
TSOP94433;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;33;AGC4;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94433\TSOP94433.pdf;Datasheet\/ir-receiver-modules/TSOP94433\TSOP94433.zip
TSOP94436;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC4;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RC-6;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94436\TSOP94436.pdf;Datasheet\/ir-receiver-modules/TSOP94436\TSOP94436.zip
TSOP94438;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC4;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Sejin 4PPM;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94438\TSOP94438.pdf;Datasheet\/ir-receiver-modules/TSOP94438\TSOP94438.zip
TSOP94440;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC4;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94440\TSOP94440.pdf;Datasheet\/ir-receiver-modules/TSOP94440\TSOP94440.zip
TSOP94456;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC4;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RCA;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94456\TSOP94456.pdf;Datasheet\/ir-receiver-modules/TSOP94456\TSOP94456.zip
TSOP94456;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC4;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-step;Remote control;Leaded;image/ir-receiver-modules/82834.png;Datasheet\/ir-receiver-modules/TSOP94456\TSOP94456.pdf;Datasheet\/ir-receiver-modules/TSOP94456\TSOP94456.zip
TSOP94530;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;30;AGC5;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94530\TSOP94530.pdf;Datasheet\/ir-receiver-modules/TSOP94530\TSOP94530.zip
TSOP94533;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;33;AGC5;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94533\TSOP94533.pdf;Datasheet\/ir-receiver-modules/TSOP94533\TSOP94533.zip
TSOP94536;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC5;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94536\TSOP94536.pdf;Datasheet\/ir-receiver-modules/TSOP94536\TSOP94536.zip
TSOP94538;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC5;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94538\TSOP94538.pdf;Datasheet\/ir-receiver-modules/TSOP94538\TSOP94538.zip
TSOP94540;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC5;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94540\TSOP94540.pdf;Datasheet\/ir-receiver-modules/TSOP94540\TSOP94540.zip
TSOP94556;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC5;32;0.07;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82835.png;Datasheet\/ir-receiver-modules/TSOP94556\TSOP94556.pdf;Datasheet\/ir-receiver-modules/TSOP94556\TSOP94556.zip
TSOP94630;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;30;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94630\TSOP94630.pdf;Datasheet\/ir-receiver-modules/TSOP94630\TSOP94630.zip
TSOP94633;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;33;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94633\TSOP94633.pdf;Datasheet\/ir-receiver-modules/TSOP94633\TSOP94633.zip
TSOP94636;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94636\TSOP94636.pdf;Datasheet\/ir-receiver-modules/TSOP94636\TSOP94636.zip
TSOP94636;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;RC-5;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94636\TSOP94636.pdf;Datasheet\/ir-receiver-modules/TSOP94636\TSOP94636.zip
TSOP94638;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Mitsubishi;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94638\TSOP94638.pdf;Datasheet\/ir-receiver-modules/TSOP94638\TSOP94638.zip
TSOP94638;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;NEC;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94638\TSOP94638.pdf;Datasheet\/ir-receiver-modules/TSOP94638\TSOP94638.zip
TSOP94638;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;Sharp;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94638\TSOP94638.pdf;Datasheet\/ir-receiver-modules/TSOP94638\TSOP94638.zip
TSOP94640;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94640\TSOP94640.pdf;Datasheet\/ir-receiver-modules/TSOP94640\TSOP94640.zip
TSOP94656;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC6;35;0.06;± 45;0.37;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82836.png;Datasheet\/ir-receiver-modules/TSOP94656\TSOP94656.pdf;Datasheet\/ir-receiver-modules/TSOP94656\TSOP94656.zip
TSOP95230;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;30;AGC2;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95230\TSOP95230.pdf;Datasheet\/ir-receiver-modules/TSOP95230\TSOP95230.zip
TSOP95230W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;30;AGC2;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95230W\TSOP95230W.pdf;None
TSOP95233;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;33;AGC2;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95233\TSOP95233.pdf;Datasheet\/ir-receiver-modules/TSOP95233\TSOP95233.zip
TSOP95233W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;33;AGC2;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95233W\TSOP95233W.pdf;None
TSOP95236;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;36;AGC2;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95236\TSOP95236.pdf;Datasheet\/ir-receiver-modules/TSOP95236\TSOP95236.zip
TSOP95236W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC2;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95236W\TSOP95236W.pdf;None
TSOP95238;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC2;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95238\TSOP95238.pdf;Datasheet\/ir-receiver-modules/TSOP95238\TSOP95238.zip
TSOP95238W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC2;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95238W\TSOP95238W.pdf;None
TSOP95240;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;40;AGC2;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;Sony;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95240\TSOP95240.pdf;Datasheet\/ir-receiver-modules/TSOP95240\TSOP95240.zip
TSOP95240W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;40;AGC2;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;Sony;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95240W\TSOP95240W.pdf;None
TSOP95256;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;56;AGC2;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;Cisco;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95256\TSOP95256.pdf;Datasheet\/ir-receiver-modules/TSOP95256\TSOP95256.zip
TSOP95256W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;56;AGC2;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;Cisco;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95256W\TSOP95256W.pdf;None
TSOP95330;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;30;AGC3;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95330\TSOP95330.pdf;Datasheet\/ir-receiver-modules/TSOP95330\TSOP95330.zip
TSOP95330W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;30;AGC3;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95330W\TSOP95330W.pdf;None
TSOP95333;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;33;AGC3;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95333\TSOP95333.pdf;Datasheet\/ir-receiver-modules/TSOP95333\TSOP95333.zip
TSOP95333W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;33;AGC3;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95333W\TSOP95333W.pdf;None
TSOP95336;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;36;AGC3;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RCMM;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95336\TSOP95336.pdf;Datasheet\/ir-receiver-modules/TSOP95336\TSOP95336.zip
TSOP95336W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC3;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RCMM;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95336W\TSOP95336W.pdf;None
TSOP95338;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC3;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RECS-80 Code;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95338\TSOP95338.pdf;Datasheet\/ir-receiver-modules/TSOP95338\TSOP95338.zip
TSOP95338;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC3;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;XMP-1, XMP-2;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95338\TSOP95338.pdf;Datasheet\/ir-receiver-modules/TSOP95338\TSOP95338.zip
TSOP95338W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC3;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RECS-80 Code;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95338W\TSOP95338W.pdf;None
TSOP95338W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC3;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;XMP-1, XMP-2;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95338W\TSOP95338W.pdf;None
TSOP95340;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;40;AGC3;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95340\TSOP95340.pdf;Datasheet\/ir-receiver-modules/TSOP95340\TSOP95340.zip
TSOP95340W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;40;AGC3;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95340W\TSOP95340W.pdf;None
TSOP95356;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;56;AGC3;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95356\TSOP95356.pdf;Datasheet\/ir-receiver-modules/TSOP95356\TSOP95356.zip
TSOP95356W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;56;AGC3;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95356W\TSOP95356W.pdf;None
TSOP95430;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;30;AGC4;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95430\TSOP95430.pdf;Datasheet\/ir-receiver-modules/TSOP95430\TSOP95430.zip
TSOP95430W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;30;AGC4;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95430W\TSOP95430W.pdf;None
TSOP95433;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;33;AGC4;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95433\TSOP95433.pdf;Datasheet\/ir-receiver-modules/TSOP95433\TSOP95433.zip
TSOP95433W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;33;AGC4;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95433W\TSOP95433W.pdf;None
TSOP95436;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;36;AGC4;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;MCIR;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95436\TSOP95436.pdf;Datasheet\/ir-receiver-modules/TSOP95436\TSOP95436.zip
TSOP95436;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;36;AGC4;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RC-6;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95436\TSOP95436.pdf;Datasheet\/ir-receiver-modules/TSOP95436\TSOP95436.zip
TSOP95436W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC4;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;MCIR;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95436W\TSOP95436W.pdf;None
TSOP95436W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC4;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RC-6;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95436W\TSOP95436W.pdf;None
TSOP95438;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC4;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;Sejin 4PPM;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95438\TSOP95438.pdf;Datasheet\/ir-receiver-modules/TSOP95438\TSOP95438.zip
TSOP95438W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC4;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;Sejin 4PPM;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95438W\TSOP95438W.pdf;None
TSOP95440;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;40;AGC4;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95440\TSOP95440.pdf;Datasheet\/ir-receiver-modules/TSOP95440\TSOP95440.zip
TSOP95440W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;40;AGC4;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95440W\TSOP95440W.pdf;None
TSOP95456;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;56;AGC4;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RCA;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95456\TSOP95456.pdf;Datasheet\/ir-receiver-modules/TSOP95456\TSOP95456.zip
TSOP95456;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;56;AGC4;25;0.11;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;r-step;Remote control;SMD;image/ir-receiver-modules/82837.png;Datasheet\/ir-receiver-modules/TSOP95456\TSOP95456.pdf;Datasheet\/ir-receiver-modules/TSOP95456\TSOP95456.zip
TSOP95456W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;56;AGC4;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;RCA;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95456W\TSOP95456W.pdf;None
TSOP95456W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;56;AGC4;17;0.22;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;r-step;Remote control;SMD;image/ir-receiver-modules/82864.png;Datasheet\/ir-receiver-modules/TSOP95456W\TSOP95456W.pdf;None
TSOP95530;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;30;AGC5;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95530\TSOP95530.pdf;Datasheet\/ir-receiver-modules/TSOP95530\TSOP95530.zip
TSOP95530W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;30;AGC5;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95530W\TSOP95530W.pdf;None
TSOP95533;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;33;AGC5;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95533\TSOP95533.pdf;Datasheet\/ir-receiver-modules/TSOP95533\TSOP95533.zip
TSOP95533W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;33;AGC5;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95533W\TSOP95533W.pdf;None
TSOP95536;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;36;AGC5;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95536\TSOP95536.pdf;Datasheet\/ir-receiver-modules/TSOP95536\TSOP95536.zip
TSOP95536W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;36;AGC5;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95536W\TSOP95536W.pdf;None
TSOP95538;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;38;AGC5;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95538\TSOP95538.pdf;Datasheet\/ir-receiver-modules/TSOP95538\TSOP95538.zip
TSOP95538W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;38;AGC5;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95538W\TSOP95538W.pdf;None
TSOP95540;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;40;AGC5;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95540\TSOP95540.pdf;Datasheet\/ir-receiver-modules/TSOP95540\TSOP95540.zip
TSOP95540W;Enlarge;Heimdall no lens;6.8 W x 3.0 H x 2.35 D;40;AGC5;16;0.32;± 75;0.37;1, 4 = GND, 2 = VS, 3 = OUT;;Remote control;SMD;image/ir-receiver-modules/82865.png;Datasheet\/ir-receiver-modules/TSOP95540W\TSOP95540W.pdf;None
TSOP95556;Enlarge;Heimdall;6.8 W x 3.0 H x 3.2 D;56;AGC5;24;0.16;± 50;0.37;1, 4 = GND, 2 = VS, 3 = OUT;r-map;Remote control;SMD;image/ir-receiver-modules/82838.png;Datasheet\/ir-receiver-modules/TSOP95556\TSOP95556.pdf;Datasheet\/ir-receiver-modules/TSOP95556\TSOP95556.zip
