Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
VY2471K29Y5SS6UL7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Ammo;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6UL7\VY2471K29Y5SS6UL7.pdf;Datasheet\capacitors\VY2471K29Y5SS6UL7\VY2471K29Y5SS6UL7.zip
VY2471K29Y5SS6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6UV0\VY2471K29Y5SS6UV0.pdf;Datasheet\capacitors\VY2471K29Y5SS6UV0\VY2471K29Y5SS6UV0.zip
VY2471K29Y5SS6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6UV5\VY2471K29Y5SS6UV5.pdf;Datasheet\capacitors\VY2471K29Y5SS6UV5\VY2471K29Y5SS6UV5.zip
VY2471K29Y5SS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2471K29Y5SS6UV7\VY2471K29Y5SS6UV7.pdf;Datasheet\capacitors\VY2471K29Y5SS6UV7\VY2471K29Y5SS6UV7.zip
VY2472M41Y5VS63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5V;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M41Y5VS63V7\VY2472M41Y5VS63V7.pdf;Datasheet\capacitors\VY2472M41Y5VS63V7\VY2472M41Y5VS63V7.zip
VY2472M41Y5VS6TL5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5V;5 mm / 0.200 inch;Reel;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2472M41Y5VS6TL5\VY2472M41Y5VS6TL5.pdf;Datasheet\capacitors\VY2472M41Y5VS6TL5\VY2472M41Y5VS6TL5.zip
VY2472M41Y5VS6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5V;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M41Y5VS6TV5\VY2472M41Y5VS6TV5.pdf;Datasheet\capacitors\VY2472M41Y5VS6TV5\VY2472M41Y5VS6TV5.zip
VY2472M41Y5VS6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5V;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M41Y5VS6TV7\VY2472M41Y5VS6TV7.pdf;Datasheet\capacitors\VY2472M41Y5VS6TV7\VY2472M41Y5VS6TV7.zip
VY2472M41Y5VS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5V;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M41Y5VS6UV7\VY2472M41Y5VS6UV7.pdf;Datasheet\capacitors\VY2472M41Y5VS6UV7\VY2472M41Y5VS6UV7.zip
VY2472M49Y5US63L7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US63L7\VY2472M49Y5US63L7.pdf;Datasheet\capacitors\VY2472M49Y5US63L7\VY2472M49Y5US63L7.zip
VY2472M49Y5US63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US63V0\VY2472M49Y5US63V0.pdf;Datasheet\capacitors\VY2472M49Y5US63V0\VY2472M49Y5US63V0.zip
VY2472M49Y5US63V5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US63V5\VY2472M49Y5US63V5.pdf;Datasheet\capacitors\VY2472M49Y5US63V5\VY2472M49Y5US63V5.zip
VY2472M49Y5US63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US63V7\VY2472M49Y5US63V7.pdf;None
VY2472M49Y5US6BV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6BV7\VY2472M49Y5US6BV7.pdf;Datasheet\capacitors\VY2472M49Y5US6BV7\VY2472M49Y5US6BV7.zip
VY2472M49Y5US6TK5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6TK5\VY2472M49Y5US6TK5.pdf;Datasheet\capacitors\VY2472M49Y5US6TK5\VY2472M49Y5US6TK5.zip
VY2472M49Y5US6TL0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6TL0\VY2472M49Y5US6TL0.pdf;Datasheet\capacitors\VY2472M49Y5US6TL0\VY2472M49Y5US6TL0.zip
VY2472M49Y5US6TL7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6TL7\VY2472M49Y5US6TL7.pdf;Datasheet\capacitors\VY2472M49Y5US6TL7\VY2472M49Y5US6TL7.zip
VY2472M49Y5US6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6TV0\VY2472M49Y5US6TV0.pdf;Datasheet\capacitors\VY2472M49Y5US6TV0\VY2472M49Y5US6TV0.zip
VY2472M49Y5US6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6TV5\VY2472M49Y5US6TV5.pdf;Datasheet\capacitors\VY2472M49Y5US6TV5\VY2472M49Y5US6TV5.zip
VY2472M49Y5US6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6TV7\VY2472M49Y5US6TV7.pdf;Datasheet\capacitors\VY2472M49Y5US6TV7\VY2472M49Y5US6TV7.zip
VY2472M49Y5US6UL0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Ammo;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6UL0\VY2472M49Y5US6UL0.pdf;Datasheet\capacitors\VY2472M49Y5US6UL0\VY2472M49Y5US6UL0.zip
VY2472M49Y5US6UL7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6UL7\VY2472M49Y5US6UL7.pdf;Datasheet\capacitors\VY2472M49Y5US6UL7\VY2472M49Y5US6UL7.zip
VY2472M49Y5US6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6UV0\VY2472M49Y5US6UV0.pdf;None
VY2472M49Y5US6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6UV5\VY2472M49Y5US6UV5.pdf;Datasheet\capacitors\VY2472M49Y5US6UV5\VY2472M49Y5US6UV5.zip
VY2472M49Y5US6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2472M49Y5US6UV7\VY2472M49Y5US6UV7.pdf;Datasheet\capacitors\VY2472M49Y5US6UV7\VY2472M49Y5US6UV7.zip
VY2680K29Y5SS63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS63V0\VY2680K29Y5SS63V0.pdf;Datasheet\capacitors\VY2680K29Y5SS63V0\VY2680K29Y5SS63V0.zip
VY2680K29Y5SS63V5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS63V5\VY2680K29Y5SS63V5.pdf;Datasheet\capacitors\VY2680K29Y5SS63V5\VY2680K29Y5SS63V5.zip
VY2680K29Y5SS63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS63V7\VY2680K29Y5SS63V7.pdf;Datasheet\capacitors\VY2680K29Y5SS63V7\VY2680K29Y5SS63V7.zip
VY2680K29Y5SS6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS6TV0\VY2680K29Y5SS6TV0.pdf;Datasheet\capacitors\VY2680K29Y5SS6TV0\VY2680K29Y5SS6TV0.zip
VY2680K29Y5SS6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS6TV5\VY2680K29Y5SS6TV5.pdf;Datasheet\capacitors\VY2680K29Y5SS6TV5\VY2680K29Y5SS6TV5.zip
VY2680K29Y5SS6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS6TV7\VY2680K29Y5SS6TV7.pdf;Datasheet\capacitors\VY2680K29Y5SS6TV7\VY2680K29Y5SS6TV7.zip
VY2680K29Y5SS6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS6UV0\VY2680K29Y5SS6UV0.pdf;Datasheet\capacitors\VY2680K29Y5SS6UV0\VY2680K29Y5SS6UV0.zip
VY2680K29Y5SS6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS6UV5\VY2680K29Y5SS6UV5.pdf;Datasheet\capacitors\VY2680K29Y5SS6UV5\VY2680K29Y5SS6UV5.zip
VY2680K29Y5SS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2680K29Y5SS6UV7\VY2680K29Y5SS6UV7.pdf;Datasheet\capacitors\VY2680K29Y5SS6UV7\VY2680K29Y5SS6UV7.zip
VY2681M29Y5US63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US63V0\VY2681M29Y5US63V0.pdf;Datasheet\capacitors\VY2681M29Y5US63V0\VY2681M29Y5US63V0.zip
VY2681M29Y5US63V5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US63V5\VY2681M29Y5US63V5.pdf;Datasheet\capacitors\VY2681M29Y5US63V5\VY2681M29Y5US63V5.zip
VY2681M29Y5US63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US63V7\VY2681M29Y5US63V7.pdf;Datasheet\capacitors\VY2681M29Y5US63V7\VY2681M29Y5US63V7.zip
VY2681M29Y5US6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US6TV0\VY2681M29Y5US6TV0.pdf;Datasheet\capacitors\VY2681M29Y5US6TV0\VY2681M29Y5US6TV0.zip
VY2681M29Y5US6TV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US6TV5\VY2681M29Y5US6TV5.pdf;Datasheet\capacitors\VY2681M29Y5US6TV5\VY2681M29Y5US6TV5.zip
VY2681M29Y5US6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US6TV7\VY2681M29Y5US6TV7.pdf;Datasheet\capacitors\VY2681M29Y5US6TV7\VY2681M29Y5US6TV7.zip
VY2681M29Y5US6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US6UV0\VY2681M29Y5US6UV0.pdf;Datasheet\capacitors\VY2681M29Y5US6UV0\VY2681M29Y5US6UV0.zip
VY2681M29Y5US6UV5;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US6UV5\VY2681M29Y5US6UV5.pdf;Datasheet\capacitors\VY2681M29Y5US6UV5\VY2681M29Y5US6UV5.zip
VY2681M29Y5US6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2681M29Y5US6UV7\VY2681M29Y5US6UV7.pdf;Datasheet\capacitors\VY2681M29Y5US6UV7\VY2681M29Y5US6UV7.zip
VY2682M47Y5VS63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);6800;Y5V;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2682M47Y5VS63V7\VY2682M47Y5VS63V7.pdf;Datasheet\capacitors\VY2682M47Y5VS63V7\VY2682M47Y5VS63V7.zip
VY2682M47Y5VS6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);6800;Y5V;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2682M47Y5VS6TV7\VY2682M47Y5VS6TV7.pdf;None
VY2682M47Y5VS6UV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);6800;Y5V;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2682M47Y5VS6UV7\VY2682M47Y5VS6UV7.pdf;Datasheet\capacitors\VY2682M47Y5VS6UV7\VY2682M47Y5VS6UV7.zip
VY2682M59Y5US63V0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);6800;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2682M59Y5US63V0\VY2682M59Y5US63V0.pdf;Datasheet\capacitors\VY2682M59Y5US63V0\VY2682M59Y5US63V0.zip
VY2682M59Y5US63V7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);6800;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2682M59Y5US63V7\VY2682M59Y5US63V7.pdf;Datasheet\capacitors\VY2682M59Y5US63V7\VY2682M59Y5US63V7.zip
VY2682M59Y5US6TV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);6800;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2682M59Y5US6TV0\VY2682M59Y5US6TV0.pdf;Datasheet\capacitors\VY2682M59Y5US6TV0\VY2682M59Y5US6TV0.zip
VY2682M59Y5US6TV7;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);6800;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2682M59Y5US6TV7\VY2682M59Y5US6TV7.pdf;Datasheet\capacitors\VY2682M59Y5US6TV7\VY2682M59Y5US6TV7.zip
VY2682M59Y5US6UV0;Enlarge;EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);6800;Y5U;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28535.png;Datasheet\capacitors\VY2682M59Y5US6UV0\VY2682M59Y5US6UV0.pdf;Datasheet\capacitors\VY2682M59Y5US6UV0\VY2682M59Y5US6UV0.zip
W1X103MCVCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);10000;Y5V;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X103MCVCF0KR\W1X103MCVCF0KR.pdf;None
W1X103MCVCRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);10000;Y5V;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X103MCVCRUKR\W1X103MCVCRUKR.pdf;None
W1X103SCVCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);10000;Y5V;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X103SCVCF0KR\W1X103SCVCF0KR.pdf;None
W1X103SCVCRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);10000;Y5V;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X103SCVCRUKR\W1X103SCVCRUKR.pdf;None
W1X153MCVCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);15000;Y5V;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X153MCVCF0KR\W1X153MCVCF0KR.pdf;None
W1X223MCVCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);22000;Y5V;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X223MCVCF0KR\W1X223MCVCF0KR.pdf;None
W1X223MCVCRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);22000;Y5V;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X223MCVCRAKR\W1X223MCVCRAKR.pdf;None
W1X223MCVCRUKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);22000;Y5V;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X223MCVCRUKR\W1X223MCVCRUKR.pdf;None
W1X223SCVCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);22000;Y5V;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X223SCVCF0KR\W1X223SCVCF0KR.pdf;None
W1X223SCVCRYKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);22000;Y5V;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X223SCVCRYKR\W1X223SCVCRYKR.pdf;None
W1X223SCVCRZKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);22000;Y5V;7.5 mm / 0.300 inch;Reel;Inside Crimp;image\capacitors\22201.png;Datasheet\capacitors\W1X223SCVCRZKR\W1X223SCVCRZKR.pdf;None
W1X223SCVYCRKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);22000;Y5V;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\22201.png;Datasheet\capacitors\W1X223SCVYCRKR\W1X223SCVYCRKR.pdf;None
W1X472MCVCB0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);4700;Y5V;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X472MCVCB0KR\W1X472MCVCB0KR.pdf;None
W1X472MCVCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);4700;Y5V;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X472MCVCF0KR\W1X472MCVCF0KR.pdf;None
W1X682MCVCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 275 VAC;275  (X1);6800;Y5V;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22201.png;Datasheet\capacitors\W1X682MCVCF0KR\W1X682MCVCF0KR.pdf;None
WKO101KCPBRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);100;Y5S;5 mm / 0.200 inch;Reel;Straight;image\capacitors\22204.png;Datasheet\capacitors\WKO101KCPBRAKR\WKO101KCPBRAKR.pdf;None
WKO101KCPCF0KR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);100;Y5S;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\22204.png;Datasheet\capacitors\WKO101KCPCF0KR\WKO101KCPCF0KR.pdf;Datasheet\capacitors\WKO101KCPCF0KR\WKO101KCPCF0KR.zip
WKO101KCPCRAKR;Enlarge;EMI Suppression Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);100;Y5S;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\22204.png;Datasheet\capacitors\WKO101KCPCRAKR\WKO101KCPCRAKR.pdf;Datasheet\capacitors\WKO101KCPCRAKR\WKO101KCPCRAKR.zip
